Filename,BT_easiness,Google WC,Inflected_Tokens,Derivational_Tokens,Tokens_w_Prefixes,Tokens_w_Affixes,Compounds,number_prefixes_per_cw,number_roots_per_cw,number_suffixes_per_cw,number_affixes_per_cw,num_morphemes_per_lemma,num_morphemes_per_cw,prefix_family_size_per_cw,root_family_size_per_cw,suffix_family_size_per_cw,affix_family_size_per_cw,perc_more_freq_words_morpho_family_prefix_per_cw,prefix_freq_per_cw,prefix_log_freq_per_cw,perc_more_freq_words_morpho_family_root,root_freq,root_log_freq,perc_more_freq_words_morpho_family_suffix_per_cw,suffix_freq_per_cw,suffix_log_freq_per_cw,perc_more_freq_words_morpho_family_affix_per_cw,affix_freq_per_cw,affix_log_freq_per_cw,prefix_in_hapax_per_cw,hapax_in_prefix_per_cw,suffix_in_hapax_per_cw,hapax_in_suffix_per_cw,affix_in_hapax_per_cw,hapax_in_affix_per_cw,prefix_len_per_cw,suffix_len_per_cw,affix_len_per_cw,mean_subset_inflectional_variety_10,inflectional_TTR_10,inflectional_MCI_10,mean_subset_derivational_variety_10,derivational_TTR_10,derivational_MCI_10
5286.txt,-2.467111578,197,0.23255814,0.302325581,0.069767442,0.255813953,0.011627907,0.069767442,1,0.290697674,0.360465116,1.360465116,1.593023256,17.59302326,9.61627907,292.0813953,309.6744186,0.597116092,71357.65116,0.417522695,10.18967854,112974.2674,4.535250182,3.638857657,517451.3605,1.691869903,4.23597375,588809.0116,2.109392597,9.95E-07,0.000147302,9.48E-06,0.002500548,1.05E-05,0.00264785,0.151162791,0.848837209,1,2.555555556,0.17037037,-0.382716049,3.222222222,0.922222222,0.580246914
5288.txt,-0.247205703,154,0.283333333,0.066666667,0,0.066666667,0.033333333,0,0.983333333,0.066666667,0.066666667,1.05,1.333333333,0,17.5,16,16,0,0,0,6.946778711,127224.4667,4.65450946,0.846882413,17654.76667,0.361497294,0.846882413,17654.76667,0.361497294,0,0,5.32E-06,0.000231732,5.32E-06,0.000231732,0,0.2,0.2,2.833333333,0.183333333,0.305555556,0.5,0.416666667,-0.75
5289.txt,-2.115730196,172,0.328767123,0.410958904,0.109589041,0.342465753,0,0.109589041,0.98630137,0.465753425,0.575342466,1.561643836,1.890410959,30.93150685,14.45205479,509.6712329,540.6027397,0.883357038,172418.137,0.672031899,5.55147497,170313.9589,4.883997571,2.489814529,1279468.438,2.90955966,3.373171567,1451886.575,3.581591559,9.57E-07,0.000237023,1.01E-05,0.003527826,1.10E-05,0.003764848,0.232876712,1.109589041,1.342465753,2.75,0.233333333,-0.65625,4.25,0.826785714,0.28125
5290.txt,0.442759384,144,0.41509434,0.037735849,0,0.037735849,0,0,0.981132075,0.037735849,0.037735849,1.018867925,1.433962264,0,10.66037736,17.32075472,17.32075472,0,0,0,1.257861635,358003.1887,5.055506578,0.119082273,17786.33962,0.212729138,0.119082273,17786.33962,0.212729138,0,0,5.25E-06,0.000250678,5.25E-06,0.000250678,0,0.094339623,0.094339623,3.166666667,0.216666667,0.527777778,0.333333333,0.166666667,-0.611111111
5291.txt,-0.693001389,183,0.136363636,0.075757576,0,0.075757576,0,0,0.909090909,0.075757576,0.075757576,0.984848485,1.121212121,0,11.89393939,168.3484848,168.3484848,0,0,0,2.423653787,249244.1364,4.439535839,1.628056683,240697.3485,0.484563989,1.628056683,240697.3485,0.484563989,0,0,3.75E-06,0.001771929,3.75E-06,0.001771929,0,0.136363636,0.136363636,1.714285714,0.080952381,-0.612244898,0.714285714,0.571428571,-0.755102041
5292.txt,-0.623942733,180,0.260273973,0.095890411,0,0.095890411,0,0,0.95890411,0.095890411,0.095890411,1.054794521,1.315068493,0,13.02739726,142.109589,142.109589,0,0,0,1.740999514,189640.8219,4.522128753,1.769945376,249949.5068,0.533757812,1.769945376,249949.5068,0.533757812,0,0,1.50E-05,0.001238019,1.50E-05,0.001238019,0,0.246575342,0.246575342,2.625,0.1625,0.078125,0.875,0.75,-0.640625
5293.txt,0.794407859,158,0.174603175,0.031746032,0,0.031746032,0.047619048,0,0.984126984,0.031746032,0.031746032,1.015873016,1.19047619,0,12.9047619,78.92063492,78.92063492,0,0,0,3.79488326,567369.5079,4.896561485,0.164798314,122864.5397,0.209134511,0.164798314,122864.5397,0.209134511,0,0,1.58E-06,0.000946545,1.58E-06,0.000946545,0,0.031746032,0.031746032,2,0.133333333,-0.714285714,0.285714286,0.285714286,-0.959183673
5294.txt,0.717711176,182,0.253333333,0.053333333,0,0.053333333,0.013333333,0,0.986666667,0.053333333,0.053333333,1.04,1.293333333,0,9.413333333,143.5733333,143.5733333,0,0,0,1.889684172,232315,4.59579204,0.345902917,206086.1867,0.351309313,0.345902917,206086.1867,0.351309313,0,0,2.53E-06,0.001507802,2.53E-06,0.001507802,0,0.08,0.08,2.625,0.1625,-0.421875,0.5,0.5,-0.9375
5295.txt,0.259716548,161,0.268656716,0.029850746,0,0.029850746,0.029850746,0,0.925373134,0.029850746,0.029850746,0.955223881,1.223880597,0,11.37313433,80.35820896,80.35820896,0,0,0,3.620874498,194840.2239,4.612144923,0.052032606,115346.7463,0.196628347,0.052032606,115346.7463,0.196628347,0,0,1.41E-06,0.000843919,1.41E-06,0.000843919,0,0.044776119,0.044776119,2.857142857,0.191836735,-0.448979592,0.285714286,0.285714286,-0.673469388
5296.txt,-0.285295502,142,0.254237288,0.13559322,0,0.13559322,0.033898305,0,1,0.152542373,0.152542373,1.152542373,1.406779661,0,14.91525424,155.9661017,155.9661017,0,0,0,2.837874481,240588.4915,4.949564546,3.261238968,223003.8814,0.841745436,3.261238968,223003.8814,0.841745436,0,0,4.62E-06,0.001571063,4.62E-06,0.001571063,0,0.322033898,0.322033898,2.666666667,0.17037037,-0.222222222,1.333333333,0.611111111,-0.444444444
5297.txt,-2.358667038,186,0.376623377,0.428571429,0.103896104,0.376623377,0,0.103896104,0.974025974,0.428571429,0.532467532,1.506493506,1.883116883,24.36363636,11.98701299,491.8051948,516.1688312,2.211257994,91299.22078,0.588910328,10.19669774,182133.6883,4.644116017,5.905352608,1430552.273,2.695252194,8.116610602,1521851.494,3.284162522,9.81E-06,0.000282893,1.30E-05,0.003948469,2.28E-05,0.004231363,0.194805195,1.220779221,1.415584416,3.125,0.223214286,-0.234375,4.5,0.860416667,1.0625
5298.txt,0.168486273,146,0.237288136,0.169491525,0.016949153,0.152542373,0,0.016949153,0.966101695,0.152542373,0.169491525,1.13559322,1.372881356,6.06779661,8.440677966,310.4576271,316.5254237,0.037981294,40718.44068,0.108146494,3.634651601,119124.322,4.436983746,3.885645345,533625.4237,0.986530763,3.923626639,574343.8644,1.094677257,1.13E-07,4.19E-05,5.09E-06,0.00310285,5.20E-06,0.003144745,0.033898305,0.338983051,0.372881356,2,0.101851852,-0.166666667,1.5,0.791666667,-0.25
5299.txt,0.846979292,189,0.279411765,0.073529412,0,0.073529412,0.073529412,0,1.044117647,0.088235294,0.088235294,1.132352941,1.411764706,0,16.41176471,79.02941176,79.02941176,0,0,0,5.346764303,193160.7941,4.850585139,0.537367107,87997.42647,0.508251065,0.537367107,87997.42647,0.508251065,0,0,1.21E-05,0.000829236,1.21E-05,0.000829236,0,0.25,0.25,2.571428571,0.160714286,-0.346938776,0.857142857,0.714285714,-0.448979592
5300.txt,-0.63975029,146,0.278688525,0.131147541,0,0.131147541,0,0,0.983606557,0.147540984,0.147540984,1.131147541,1.409836066,0,7.803278689,271.3442623,271.3442623,0,0,0,2.707075065,155322.2787,4.494570486,2.587112158,423776.2623,0.935152295,2.587112158,423776.2623,0.935152295,0,0,5.25E-06,0.002785847,5.25E-06,0.002785847,0,0.262295082,0.262295082,2.714285714,0.171428571,-0.040816327,1.142857143,0.80952381,-0.693877551
5301.txt,-0.655298703,189,0.313432836,0.074626866,0.014925373,0.059701493,0,0.014925373,0.970149254,0.059701493,0.074626866,1.044776119,1.358208955,0.23880597,15.44776119,125.8507463,126.0895522,0.298507463,1735.238806,0.075603493,1.603160211,203727.0149,4.80544775,0.430785373,183598.0299,0.382308483,0.729292835,185333.2687,0.457911976,0,0,2.25E-06,0.001261267,2.25E-06,0.001261267,0.029850746,0.089552239,0.119402985,3.142857143,0.226530612,-0.265306122,0.714285714,0.571428571,-0.469387755
5302.txt,-0.733745811,173,0.405405405,0.067567568,0.013513514,0.054054054,0.013513514,0.013513514,0.986486486,0.054054054,0.067567568,1.054054054,1.459459459,0.72972973,14.12162162,79.43243243,80.16216216,0,1705.527027,0.068933653,3.828532966,147825.7162,4.745340466,0.496460497,106644.2838,0.309771015,0.496460497,108349.8108,0.378704668,3.22E-07,6.26E-06,1.84E-06,0.000730686,2.16E-06,0.000736949,0.040540541,0.121621622,0.162162162,2.875,0.20625,-0.640625,0.625,0.5,-0.546875
5303.txt,0.936082831,157,0.442622951,0.06557377,0,0.06557377,0,0,0.983606557,0.06557377,0.06557377,1.049180328,1.491803279,0,11.78688525,117.7704918,117.7704918,0,0,0,1.215846995,238149.5082,4.726732335,0.621659319,224972.2623,0.42232146,0.621659319,224972.2623,0.42232146,0,0,2.17E-06,0.001329609,2.17E-06,0.001329609,0,0.098360656,0.098360656,3.571428571,0.257142857,0.367346939,0.571428571,0.428571429,-0.632653061
5304.txt,0.540228225,157,0.348484848,0.075757576,0.015151515,0.060606061,0.045454545,0.015151515,0.893939394,0.060606061,0.075757576,0.96969697,1.318181818,0.166666667,10.68181818,88.75757576,88.92424242,0,216.5151515,0.062955034,2.9120335,424944.4545,4.415167592,0.974254567,140700.6061,0.37139764,0.974254567,140917.1212,0.434352674,0,0,2.98E-06,0.000901179,2.98E-06,0.000901179,0.075757576,0.151515152,0.227272727,3,0.20952381,-0.428571429,0.714285714,0.571428571,-0.469387755
5305.txt,-3.590328227,180,0.22972973,0.486486486,0.135135135,0.432432432,0.013513514,0.135135135,1,0.540540541,0.675675676,1.675675676,1.905405405,39.87837838,17.47297297,509.7972973,549.6756757,1.840458453,119757.5405,0.790047553,10.53331891,144489.6486,4.677049256,8.751654189,1413934.108,3.186597483,10.59211264,1533691.649,3.976645036,4.03E-06,0.000344466,9.33E-06,0.003914389,1.34E-05,0.004258855,0.310810811,1.459459459,1.77027027,2.5,0.16875,-0.6875,5.625,0.91547619,1.703125
5306.txt,-0.603442077,151,0.342857143,0.085714286,0.014285714,0.071428571,0,0.014285714,0.928571429,0.071428571,0.085714286,1.014285714,1.357142857,2.028571429,16.02857143,177.4,179.4285714,0.010131712,8300.228571,0.082345544,2.115079365,149501.0429,4.385199113,0.823693811,296238.6143,0.472592875,0.833825524,304538.8429,0.55493842,2.70E-07,2.43E-05,3.08E-06,0.001948754,3.35E-06,0.001973031,0.028571429,0.114285714,0.142857143,2.571428571,0.157142857,-0.06122449,0.857142857,0.571428571,-0.591836735
5307.txt,0.510439881,146,0.396825397,0.079365079,0.015873016,0.063492063,0.095238095,0.015873016,1.079365079,0.063492063,0.079365079,1.158730159,1.555555556,4.904761905,13.76190476,84.53968254,89.44444444,0.443207586,21213.15873,0.097237236,4.949474447,425812.7619,5.154549852,0.370741141,144617.3492,0.39438593,0.813948727,165830.5079,0.491623166,2.73E-07,5.64E-05,2.03E-06,0.000993136,2.30E-06,0.001049537,0.015873016,0.079365079,0.095238095,3,0.266666667,-0.142857143,0.714285714,0.714285714,-0.469387755
5308.txt,-3.101642546,178,0.419753086,0.24691358,0.061728395,0.185185185,0,0.061728395,0.814814815,0.222222222,0.283950617,1.098765432,1.518518519,13.50617284,10.66666667,305.1975309,318.7037037,0.240508992,53078.79012,0.35181769,4.523692755,118958.2222,3.81235797,2.269929176,736956.8395,1.405239411,2.510438168,790035.6296,1.757057101,1.37E-06,0.000129694,1.22E-05,0.002736915,1.36E-05,0.002866608,0.160493827,0.567901235,0.728395062,2.888888889,0.188888889,-0.456790123,2.444444444,0.981481481,0.271604938
5309.txt,-0.726814309,185,0.317073171,0.085365854,0,0.085365854,0.024390244,0,0.926829268,0.085365854,0.085365854,1.012195122,1.329268293,0,9.56097561,77.96341463,77.96341463,0,0,0,2.470436068,200012.3415,4.530912828,0.163802901,127723.6951,0.504387543,0.163802901,127723.6951,0.504387543,0,0,1.90E-06,0.000708383,1.90E-06,0.000708383,0,0.146341463,0.146341463,2.888888889,0.188888889,-0.567901235,0.777777778,0.666666667,-0.691358025
5310.txt,-3.543987406,191,0.341463415,0.292682927,0.134146341,0.195121951,0,0.146341463,0.951219512,0.231707317,0.37804878,1.329268293,1.670731707,36.51219512,18.54878049,331.6707317,368.1829268,0.89661802,191097.2195,0.88498778,4.061177395,149045.2317,4.626897481,2.591677205,617861.1951,1.433754994,3.488295225,808958.4146,2.318742774,1.70E-06,0.000324048,1.39E-05,0.002984254,1.56E-05,0.003308301,0.329268293,0.585365854,0.914634146,3.111111111,0.255555556,-0.543209877,3.333333333,0.759259259,0.37037037
5311.txt,0.84227968,173,0.186666667,0.013333333,0,0.013333333,0.026666667,0,0.946666667,0.013333333,0.013333333,0.96,1.146666667,0,10,2.72,2.72,0,0,0,1.598793363,192819.4,4.460631547,0.387520525,8741.2,0.077555098,0.387520525,8741.2,0.077555098,0,0,2.24E-07,2.27E-05,2.24E-07,2.27E-05,0,0.026666667,0.026666667,2.5,0.1625,-0.3125,0.125,0.125,-0.859375
5312.txt,1.052183905,186,0.333333333,0,0,0,0,0,0.96969697,0,0,0.96969697,1.303030303,0,10.59090909,0,0,0,0,0,0,160452.5455,4.535248167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.219047619,0,0,0,-1
5313.txt,0.183285383,183,0.28125,0.0625,0,0.0625,0.015625,0,1,0.0625,0.0625,1.0625,1.34375,0,11.953125,118.578125,118.578125,0,0,0,2.866838023,98266.90625,4.575348621,1.958967482,199049.1563,0.39794268,1.958967482,199049.1563,0.39794268,0,0,3.02E-06,0.001383149,3.02E-06,0.001383149,0,0.109375,0.109375,2.428571429,0.142857143,-0.224489796,0.571428571,0.428571429,-0.632653061
5314.txt,-0.533508899,163,0.375,0.09375,0.03125,0.078125,0.03125,0.03125,0.984375,0.078125,0.109375,1.09375,1.46875,2.390625,12.984375,150,152.390625,0.077570922,9301.65625,0.154987818,2.956052666,233210.5625,4.826857115,0.452074941,300892.4375,0.504404426,0.529645863,310194.0938,0.659392244,2.95E-07,2.66E-05,3.08E-06,0.00147729,3.38E-06,0.001503843,0.109375,0.171875,0.28125,3.285714286,0.25,0.040816327,1,0.571428571,0.142857143
5315.txt,-0.744240481,180,0.307692308,0.217948718,0.051282051,0.192307692,0.012820513,0.051282051,0.961538462,0.205128205,0.256410256,1.217948718,1.525641026,21.30769231,10.32051282,204.2948718,225.6025641,0.614811271,20471.70513,0.283355632,6.944001511,102340.641,4.508566852,1.749761322,374070.7051,1.205086231,2.364572593,394542.4103,1.488441863,2.41E-06,0.000154488,5.57E-06,0.001832068,7.98E-06,0.001986556,0.141025641,0.538461538,0.679487179,3,0.20625,-0.125,2.5,1,1.1875
5317.txt,-2.836400575,143,0.315068493,0.150684932,0.082191781,0.095890411,0.02739726,0.082191781,0.917808219,0.095890411,0.178082192,1.095890411,1.410958904,18.02739726,11.2739726,176.5068493,194.5342466,0.120210406,89440.43836,0.469387981,4.467854064,180050.9178,4.321499177,1.380013025,342116.9589,0.620654349,1.500223431,431557.3973,1.09004233,7.80E-07,0.000135441,2.66E-06,0.001415786,3.44E-06,0.001551228,0.178082192,0.232876712,0.410958904,2.375,0.1375,-0.328125,1.5,0.725,0.1875
5318.txt,-1.561415394,170,0.192307692,0.320512821,0.153846154,0.205128205,0.012820513,0.153846154,0.948717949,0.243589744,0.397435897,1.346153846,1.538461538,47.67948718,13.42307692,242.3333333,290.0128205,1.102786077,172237.6282,0.873535498,8.197152965,126964.6026,4.372870205,4.462290216,506041.2821,1.468926115,5.565076293,678278.9103,2.342461614,5.85E-06,0.000447619,1.35E-05,0.002337124,1.93E-05,0.002784743,0.294871795,0.692307692,0.987179487,2.25,0.125,-0.34375,3.875,1,1.359375
5319.txt,-1.193121869,175,0.191780822,0.082191781,0.02739726,0.068493151,0.01369863,0.02739726,0.917808219,0.082191781,0.109589041,1.02739726,1.219178082,6.178082192,9.739726027,155,161.1780822,0.487154932,26266.36986,0.162878548,2.731156248,146946.8219,4.26648265,1.671684196,226597.4658,0.517778844,2.158839128,252863.8356,0.680657392,4.95E-07,7.20E-05,3.62E-06,0.001625297,4.12E-06,0.00169725,0.04109589,0.150684932,0.191780822,2.375,0.1375,-0.203125,0.875,0.46875,-0.390625
5320.txt,-1.049645046,172,0.309859155,0.14084507,0.014084507,0.126760563,0.014084507,0.014084507,0.985915493,0.126760563,0.14084507,1.126760563,1.436619718,2.084507042,12.84507042,276.4225352,278.5070423,0,4670.704225,0.077755503,2.818150589,114810.5634,4.607828276,1.078547586,550061,0.837301155,1.078547586,554731.7042,0.915056658,2.97E-07,1.52E-05,3.96E-06,0.00250662,4.25E-06,0.002521851,0.028169014,0.309859155,0.338028169,2.75,0.175,-0.40625,1.25,0.75,-0.59375
5321.txt,-0.641777377,180,0.393939394,0.015151515,0,0.015151515,0.015151515,0,0.893939394,0.015151515,0.015151515,0.909090909,1.303030303,0,9.606060606,4.363636364,4.363636364,0,0,0,1.433162797,208960.3636,4.323601477,0.353711329,21571.04545,0.093233563,0.353711329,21571.04545,0.093233563,0,0,1.91E-07,4.21E-05,1.91E-07,4.21E-05,0,0.060606061,0.060606061,3.428571429,0.252380952,0.346938776,0.142857143,0.142857143,-0.836734694
5322.txt,-0.269030107,172,0.415384615,0.076923077,0.015384615,0.061538462,0,0.015384615,0.984615385,0.061538462,0.076923077,1.061538462,1.476923077,5.692307692,21.33846154,130.5538462,136.2461538,0.108401084,19323.81538,0.093830865,2.012432012,222539.9692,4.806865396,0.772208828,188335.7077,0.393493749,0.880609912,207659.5231,0.487324614,2.32E-07,4.52E-05,2.40E-06,0.001307205,2.64E-06,0.001352363,0.030769231,0.107692308,0.138461538,3.428571429,0.271428571,0.06122449,0.714285714,0.428571429,-0.469387755
5323.txt,-2.913001967,191,0.307692308,0.230769231,0.087912088,0.175824176,0,0.087912088,0.967032967,0.186813187,0.274725275,1.241758242,1.549450549,18.40659341,9.263736264,162.3516484,180.7582418,0.986908648,86759.3956,0.515896046,6.56183723,120278.1868,4.561291017,1.762271503,290292.6703,1.115362907,2.74918015,377052.0659,1.631258953,1.15E-06,0.000161279,2.12E-05,0.001670506,2.23E-05,0.001831785,0.186813187,0.571428571,0.758241758,2.8,0.18,-0.42,2.2,0.725,0.22
5324.txt,-2.31050877,194,0.268041237,0.226804124,0.041237113,0.216494845,0.030927835,0.041237113,1.020618557,0.237113402,0.278350515,1.298969072,1.567010309,16.02061856,9.969072165,201.9381443,217.9587629,1.082311777,22685.27835,0.236451063,11.43122092,129408.8351,4.499351101,3.986161386,384674.6289,1.375844785,5.068473163,407359.9072,1.612295849,1.25E-06,0.000111486,9.61E-06,0.001654772,1.09E-05,0.001766258,0.072164948,0.670103093,0.742268041,2.9,0.198571429,-0.51,2.6,0.975,0.56
5325.txt,-0.286747674,178,0.385714286,0.071428571,0.014285714,0.057142857,0,0.014285714,0.914285714,0.057142857,0.071428571,0.985714286,1.371428571,0.157142857,12.02857143,153.8285714,153.9857143,0,204.1428571,0.059357603,1.943076081,212376.3286,4.352271847,0.231300521,220806.6286,0.376402835,0.231300521,221010.7714,0.435760438,0,0,2.71E-06,0.001615502,2.71E-06,0.001615502,0.071428571,0.085714286,0.157142857,3.285714286,0.228571429,-0.102040816,0.714285714,0.571428571,-0.755102041
5326.txt,-2.036974951,184,0.388888889,0.333333333,0.125,0.236111111,0.013888889,0.125,0.902777778,0.277777778,0.402777778,1.305555556,1.694444444,23.93055556,14.40277778,527.4722222,551.4027778,0.370752032,135746.9306,0.745473719,4.63067127,214964.7083,4.525091808,0.792862184,990723.7917,1.791930929,1.163614216,1126470.722,2.537404648,1.62E-06,0.000186673,8.57E-06,0.005166761,1.02E-05,0.005353434,0.291666667,0.611111111,0.902777778,3.125,0.2125,-0.234375,3.375,0.94375,0.921875
5327.txt,-2.41721102,196,0.215053763,0.215053763,0.053763441,0.172043011,0.010752688,0.053763441,0.924731183,0.182795699,0.23655914,1.161290323,1.376344086,17.43010753,11.87096774,192.3225806,209.7526882,0.378742323,81721.58065,0.329532725,3.581491492,170183.2903,4.53686089,0.976276896,422935.4516,1.108867275,1.355019219,504657.0323,1.4384,9.09E-07,0.000156149,3.92E-06,0.001453515,4.82E-06,0.001609664,0.11827957,0.505376344,0.623655914,2.6,0.16,-0.44,2,0.733333333,0.4
5328.txt,-3.53942996,185,0.222222222,0.2,0.044444444,0.155555556,0,0.044444444,0.866666667,0.177777778,0.222222222,1.088888889,1.311111111,14.45555556,11.96666667,203.1444444,217.6,0.179398596,44758.02222,0.252799941,3.315012278,112816.4,4.083086569,1.839411361,390778.8333,1.089554591,2.018809957,435536.8556,1.342354533,1.60E-06,0.000106425,4.69E-06,0.001877886,6.29E-06,0.001984311,0.111111111,0.477777778,0.588888889,2.888888889,0.188888889,-0.567901235,2.222222222,0.888888889,0.358024691
5329.txt,-1.455174094,188,0.308510638,0.308510638,0.053191489,0.265957447,0.031914894,0.053191489,1,0.276595745,0.329787234,1.329787234,1.638297872,12.90425532,15.13829787,237.0531915,249.9574468,0.194164112,65619.44681,0.320312704,5.710897839,195698.0851,4.929681796,1.173101427,619120.234,1.677134908,1.367265539,684739.6809,1.997447612,5.58E-07,0.000100253,9.79E-06,0.001870289,1.04E-05,0.001970542,0.138297872,0.787234043,0.925531915,2.7,0.185,-0.43,3.1,0.9,0.31
5330.txt,-2.291102447,186,0.404494382,0.269662921,0.08988764,0.213483146,0.011235955,0.08988764,0.943820225,0.280898876,0.370786517,1.314606742,1.719101124,15.91011236,11.94382022,286,301.9101124,0.686813441,65147.31461,0.445131793,6.776822164,143017.8764,4.350210934,3.471288184,725515.0899,1.710329585,4.158101625,790662.4045,2.155461378,9.15E-06,0.000183997,4.96E-06,0.002173245,1.41E-05,0.002357242,0.269662921,0.674157303,0.943820225,3.444444444,0.24691358,-0.172839506,3.555555556,0.861111111,0.172839506
5332.txt,-2.158912225,188,0.358024691,0.259259259,0.074074074,0.185185185,0,0.074074074,0.975308642,0.197530864,0.271604938,1.24691358,1.604938272,17.90123457,13.7654321,276.8024691,294.7037037,0.396435981,72272.7037,0.437381889,5.029085059,160689.7531,4.496518198,0.985900563,525617.6173,1.17565049,1.382336544,597890.321,1.613032379,1.79E-06,0.000186911,5.77E-06,0.00269877,7.56E-06,0.002885681,0.160493827,0.530864198,0.691358025,2.888888889,0.188888889,-0.567901235,2.444444444,1,-0.061728395
5333.txt,0.393651401,168,0.294871795,0.051282051,0,0.051282051,0.076923077,0,1.012820513,0.051282051,0.051282051,1.064102564,1.358974359,0,15.66666667,104.1282051,104.1282051,0,0,0,6.820889763,210413.5769,4.930967091,1.47135043,177332.6154,0.333588781,1.47135043,177332.6154,0.333588781,0,0,1.77E-06,0.001069531,1.77E-06,0.001069531,0,0.102564103,0.102564103,2.875,0.19375,-0.265625,0.5,0.375,-0.4375
5334.txt,0.562188597,146,0.371428571,0.114285714,0,0.114285714,0.014285714,0,0.914285714,0.142857143,0.142857143,1.057142857,1.428571429,0,11.17142857,224.5,224.5,0,0,0,2.835304216,158210.9857,4.243948598,0.944221566,347496.4429,0.886520412,0.944221566,347496.4429,0.886520412,0,0,1.31E-05,0.002189314,1.31E-05,0.002189314,0,0.357142857,0.357142857,3.714285714,0.271428571,-0.183673469,1.285714286,0.523809524,0.040816327
5335.txt,-1.780837933,151,0.326923077,0.423076923,0.057692308,0.365384615,0.038461538,0.057692308,0.980769231,0.365384615,0.423076923,1.403846154,1.730769231,25.32692308,16.55769231,523.1538462,548.4807692,0.844062477,52696.46154,0.317000059,13.66286704,127272.5385,4.612127925,4.442445893,1117440.442,2.305017012,5.28650837,1170136.904,2.622017071,3.14E-06,0.000210935,8.81E-06,0.005240704,1.19E-05,0.005451639,0.192307692,0.884615385,1.076923077,2.5,0.15,0.083333333,2.666666667,0.811111111,0.611111111
5336.txt,-0.090228776,169,0.37704918,0.016393443,0,0.016393443,0,0,0.967213115,0.016393443,0.016393443,0.983606557,1.360655738,0,11.01639344,37.27868852,37.27868852,0,0,0,0.468384075,200274.541,4.593308565,0.126935587,74903.59016,0.109177581,0.126935587,74903.59016,0.109177581,0,0,5.82E-07,0.000410279,5.82E-07,0.000410279,0,0.032786885,0.032786885,2.428571429,0.142857143,-0.081632653,0.142857143,0.142857143,-0.836734694
5337.txt,0.247436299,192,0.316455696,0.025316456,0,0.025316456,0.037974684,0,0.962025316,0.025316456,0.025316456,0.987341772,1.303797468,0,12.24050633,5.164556962,5.164556962,0,0,0,3.142280578,150094.0759,4.514283631,0.074826963,16597.21519,0.147256514,0.074826963,16597.21519,0.147256514,0,0,4.25E-07,4.30E-05,4.25E-07,4.30E-05,0,0.050632911,0.050632911,2.5,0.152777778,-0.1875,0.25,0.25,-0.96875
5338.txt,-1.902984077,168,0.350649351,0.298701299,0.103896104,0.246753247,0.064935065,0.103896104,1.051948052,0.285714286,0.38961039,1.441558442,1.792207792,43.74025974,15.5974026,330.1298701,373.8701299,1.314229557,120621.8701,0.624975007,11.47751426,135793.5714,4.806031113,5.010408756,783133.1818,1.797172425,6.324638313,903755.0519,2.422147432,2.61E-06,0.000349102,7.42E-06,0.002704541,1.00E-05,0.003053643,0.194805195,0.792207792,0.987012987,3.25,0.235714286,-0.34375,3.625,0.979166667,0.703125
5339.txt,-1.374108359,191,0.293478261,0.293478261,0.02173913,0.293478261,0,0.02173913,0.913043478,0.315217391,0.336956522,1.25,1.543478261,6.717391304,9.923913043,410.2934783,417.0108696,1.038087501,36763.47826,0.134990733,6.023693092,142237.6957,4.344386638,3.149804335,726891.337,1.929136769,4.187891836,763654.8152,2.064127502,1.77E-07,5.54E-05,1.55E-05,0.003989817,1.57E-05,0.004045231,0.054347826,0.793478261,0.847826087,3.3,0.23,-0.37,3.1,1,0.91
5340.txt,1.017070773,185,0.295081967,0.081967213,0.032786885,0.049180328,0,0.032786885,0.983606557,0.049180328,0.081967213,1.06557377,1.360655738,1.639344262,12.50819672,75.36065574,77,0.267648043,6821.180328,0.174365881,5.090882034,251025.4918,4.892280446,0.579399051,151996.2787,0.302381312,0.847047094,158817.459,0.476747193,1.58E-07,5.07E-06,1.53E-06,0.000828156,1.69E-06,0.000833221,0.06557377,0.081967213,0.147540984,2.714285714,0.171428571,-0.326530612,0.714285714,0.571428571,-0.755102041
5341.txt,-0.601601499,137,0.307692308,0.092307692,0,0.092307692,0,0,0.953846154,0.107692308,0.107692308,1.061538462,1.369230769,0,9.307692308,139.5692308,139.5692308,0,0,0,2.642857143,108681.6308,4.349772046,1.043880725,222221.6923,0.657153896,1.043880725,222221.6923,0.657153896,0,0,4.45E-06,0.001440302,4.45E-06,0.001440302,0,0.276923077,0.276923077,3,0.214285714,-0.428571429,1,0.857142857,0.142857143
5342.txt,0.726226445,163,0.24137931,0.017241379,0,0.017241379,0.017241379,0,1,0.017241379,0.017241379,1.017241379,1.25862069,0,17.63793103,5.913793103,5.913793103,0,0,0,1.583840433,260545.2069,4.927626706,0.181488203,7406.224138,0.097121118,0.181488203,7406.224138,0.097121118,0,0,1.00E-06,6.66E-05,1.00E-06,6.66E-05,0,0.051724138,0.051724138,1.833333333,0.0875,-0.527777778,0.166666667,0.166666667,-0.805555556
